placement_id,location_id,job_family,supervisory_organisation_id,placement_supervisor_id,placement_supervisor_name,length_in_days,week_index,placement_format_id,company_name,school_year_min,school_year_max
0753155,0000007,Software Engineering,0031119,0617594,Jeffrey Lewis,5,7,2,Lloyds Banking Group,11,11
0902022,0000007,Data Science,0131927,0749309,Robert Valdez,4,6,3,Lloyds Banking Group,12,13
0668034,0000006,Technology Service Management,0133167,0890870,Yolanda Atkins,4,17,2,Lloyds Banking Group,10,11
0703236,0000008,Sourcing,0691165,0011587,Mrs. Anna Dixon DVM,4,6,2,Lloyds Banking Group,13,13
0827862,0000002,Data Management & Ethics,0400708,0947049,Ryan Miller,5,4,2,Lloyds Banking Group,13,13
0132481,0000004,Data Management & Ethics,0527564,0518396,Caitlin Horton,4,42,2,Lloyds Banking Group,13,13
0904990,0000007,Infrastructure Engineering,0684394,0337878,Rick Pacheco,3,45,2,Lloyds Banking Group,12,12
0202204,0000003,Service Engineering,0220954,0258942,Taylor Harrington,5,11,2,Lloyds Banking Group,13,13
0530401,0000003,Security Engineering,0319642,0050239,Jennifer Gonzales,5,45,2,Lloyds Banking Group,12,13
0373933,0000004,Legal,0563940,0775931,Tina Douglas,4,47,2,Lloyds Banking Group,12,13
0594929,0000008,DevOps Engineering,0700106,0585646,Maria Scott,2,4,2,Lloyds Banking Group,12,12
0343300,0000005,Economic Crime Prevention,0356119,0668495,Ashley Sanders,4,18,2,Lloyds Banking Group,12,13
0407322,0000002,Infrastructure Engineering,0674819,0857450,Ms. Kimberly Hughes,3,17,3,Lloyds Banking Group,10,11
0665684,0000008,Customer Products,0561172,0617594,Jeffrey Lewis,4,48,1,Lloyds Banking Group,10,10
0522941,0000005,Economic Crime Prevention,0309246,0873715,Angel Griffin,3,17,2,Lloyds Banking Group,10,11
0815529,0000004,"Resilience, Security & Intelligence",0436265,0463067,Stephen Alexander,4,33,2,Lloyds Banking Group,12,12
0293688,0000003,Human Resources,0268082,0267240,Kyle Patel,4,45,2,Lloyds Banking Group,12,12
0553666,0000006,Treasury,0907332,0142135,Matthew Morales,4,49,2,Lloyds Banking Group,13,13
0592736,0000002,Client Development,0575039,0090336,Kim Fox,5,19,1,Lloyds Banking Group,11,11
0748577,0000003,Data & Analytics Strategy,0892524,0978491,Kevin Fields,2,15,2,Lloyds Banking Group,10,10
0819392,0000002,Quality Engineering,0146963,0848914,Mr. Dennis Bridges,4,23,2,Lloyds Banking Group,11,11
0063929,0000007,Finance,0948021,0579095,Terri Anderson,2,44,2,Lloyds Banking Group,10,10
0826050,0000002,Cyber Security,0669948,0466370,Kenneth Lindsey,4,17,2,Lloyds Banking Group,11,11
0218852,0000003,Data & Analytics Strategy,0420775,0605128,Angel Glenn,5,52,2,Lloyds Banking Group,12,13
0337970,0000002,Technology Service Management,0583701,0227698,Emily Mclean DDS,2,34,2,Lloyds Banking Group,11,11
0138664,0000001,Technology,0441743,0616799,Francisco Randolph,4,18,3,Lloyds Banking Group,13,13
0747375,0000005,Customer Products,0247757,0007497,Jonathan Barrera,5,33,2,Lloyds Banking Group,10,10
0831526,0000004,Audit,0478293,0107751,Autumn Perkins,3,44,1,Lloyds Banking Group,10,11
0005200,0000001,Software Engineering,0571771,0142135,Matthew Morales,3,29,1,Lloyds Banking Group,13,13
0018557,0000007,Technology,0519054,0654918,Randy Brandt,3,41,2,Lloyds Banking Group,10,10
0486112,0000008,DevOps Engineering,0226382,0702945,Charles Schroeder,2,37,2,Lloyds Banking Group,10,10
0449390,0000006,Sourcing,0135560,0910864,Travis Lyons,4,45,2,Lloyds Banking Group,13,13
0403161,0000003,Technology Service Support,0571614,0289040,Ricky Jackson,4,34,1,Lloyds Banking Group,12,12
0023938,0000007,Infrastructure Engineering,0569221,0576891,Isaac Petty,3,34,2,Lloyds Banking Group,13,13
0199578,0000003,Brands & Marketing,0662068,0796770,Kyle Randolph,3,24,2,Lloyds Banking Group,12,12
0748721,0000001,Customer Banking,0922310,0294054,Andrea Griffin,2,41,2,Lloyds Banking Group,12,12
0747326,0000007,Retail Credit,0254609,0934798,Aaron Roberts,5,19,2,Lloyds Banking Group,11,11
0053823,0000002,Solution Architecture,0908495,0258630,Alicia Liu,5,47,2,Lloyds Banking Group,13,13
0043611,0000004,Portfolio Analytics,0193418,0696866,Cory Thompson MD,5,15,2,Lloyds Banking Group,13,13
0144754,0000004,Risk Modelling & Analytics,0932552,0296183,Andrea Williams MD,3,31,3,Lloyds Banking Group,13,13
0805352,0000002,Customer Products,0099176,0914785,Leah Brown,4,28,2,Lloyds Banking Group,13,13
0509131,0000003,Data & Analytics Strategy,0689588,0967973,Mary Thompson,2,38,1,Lloyds Banking Group,11,11
0857343,0000001,Supplier Management,0896410,0248557,Antonio Jackson MD,3,49,2,Lloyds Banking Group,11,11
0564553,0000003,Solution Architecture,0010563,0254828,Richard Foster,3,1,1,Lloyds Banking Group,10,10
0359590,0000006,Brands & Marketing,0497128,0455170,Samuel Park,4,13,2,Lloyds Banking Group,13,13
0807068,0000001,Property Maintenance,0453170,0347232,John Johnson,4,47,2,Lloyds Banking Group,11,11
0671012,0000007,Client Development,0068445,0010023,Laura Anderson,3,40,3,Lloyds Banking Group,13,13
0105858,0000003,Finance,0618685,0475068,Jerry Dixon,4,1,2,Lloyds Banking Group,11,11
0536600,0000004,Retail Credit,0845439,0886538,Andrea Dodson,4,19,2,Lloyds Banking Group,13,13
0541261,0000001,Data Science,0880745,0235425,Andrew Jimenez,4,25,2,Lloyds Banking Group,10,11
0102017,0000003,Data Engineering,0807095,0293015,Kelly Black,2,26,2,Lloyds Banking Group,10,10
0876240,0000001,Mortgages,0590894,0551472,Hannah Wall,3,44,1,Lloyds Banking Group,12,13
0321248,0000003,Technology Service Support,0442780,0315731,Daniel Kane,5,9,2,Lloyds Banking Group,13,13
0355510,0000008,Technology Service Management,0872590,0863260,Erin Tucker,4,32,1,Lloyds Banking Group,13,13
0368118,0000005,Finance,0890669,0080795,Laura Munoz,5,38,2,Lloyds Banking Group,12,12
0591174,0000002,"Resilience, Security & Intelligence",0937077,0883876,Wendy Wright,3,37,2,Lloyds Banking Group,12,12
0842682,0000003,Customer Banking,0603606,0037267,Jason Sandoval,3,18,2,Lloyds Banking Group,12,13
0782636,0000005,Transaction Banking Origination,0225108,0543407,Mario Callahan,3,47,2,Lloyds Banking Group,11,11
0700576,0000002,Business Intelligence & Analytics,0412922,0818533,Mr. Brian Gallegos,2,35,2,Lloyds Banking Group,13,13
0355987,0000005,Economic Crime Prevention,0630549,0245486,Jonathan Hicks,3,34,2,Lloyds Banking Group,11,11
0944995,0000004,Human Resources,0758474,0413819,David Henderson,3,42,2,Lloyds Banking Group,12,12
0547519,0000008,Wealth Banking,0031337,0244593,Tanner Lozano MD,4,42,2,Lloyds Banking Group,11,11
0758165,0000004,Solution Architecture,0726886,0197624,Michael Davis,4,40,2,Lloyds Banking Group,13,13
0802472,0000005,Service Engineering,0928510,0861331,Dakota Miller,4,2,2,Lloyds Banking Group,12,12
0627082,0000001,DevOps Engineering,0827429,0608884,Sandra Thompson,2,15,3,Lloyds Banking Group,11,11
0419114,0000003,Software Engineering,0006081,0449574,David Daniels,4,44,2,Lloyds Banking Group,10,10
0575450,0000008,Infrastructure Engineering,0692145,0779612,Luis Cruz,5,40,2,Lloyds Banking Group,11,11
0797565,0000004,Service Engineering,0453373,0471795,Daniel Williams,2,36,2,Lloyds Banking Group,10,11
0586189,0000005,Audit,0157547,0602834,Justin Ryan,4,1,2,Lloyds Banking Group,12,12
0601767,0000005,Customer Products,0236919,0984729,Wanda Edwards,5,30,2,Lloyds Banking Group,13,13
0672447,0000006,Actuary Qualified,0701932,0431274,Lisa Long,4,44,2,Lloyds Banking Group,11,11
0923601,0000007,Cyber Security,0304374,0356088,Edwin Ellis,2,16,2,Lloyds Banking Group,11,11
0131280,0000008,Relationship Management Motor,0802294,0326100,Kevin Hernandez,5,38,2,Lloyds Banking Group,13,13
0152471,0000007,Financial Risk,0600172,0911711,Kayla Phillips,4,50,2,Lloyds Banking Group,13,13
0836331,0000005,Finance,0542037,0725852,Jacob Young,4,40,2,Lloyds Banking Group,10,11
0191622,0000007,Portfolio Analytics,0095835,0195365,Marcus Brown,5,41,2,Lloyds Banking Group,11,11
0710928,0000006,Commercial Client Products,0356254,0585178,Terri Patterson,4,43,2,Lloyds Banking Group,11,11
0881658,0000006,Wealth Banking,0608173,0850419,Jessica Adams,3,49,1,Lloyds Banking Group,13,13
0387983,0000003,Financial Risk,0279050,0758759,Brandon Harris,4,24,2,Lloyds Banking Group,13,13
0234129,0000004,Business Intelligence & Analytics,0378943,0632611,Katherine Reyes,5,13,3,Lloyds Banking Group,12,12
0453576,0000005,Software Engineering,0472623,0253873,Eric Obrien,5,34,2,Lloyds Banking Group,12,13
0083649,0000005,Solution Architecture,0669417,0332112,Lisa Shah,4,39,2,Lloyds Banking Group,11,11
0164318,0000001,Investment Customer Services,0409548,0031814,Thomas Gutierrez,4,17,2,Lloyds Banking Group,12,12
0987962,0000002,Infrastructure Engineering,0852206,0581160,Stephanie Gonzalez,2,33,3,Lloyds Banking Group,13,13
0009430,0000008,Technology Service Support,0713249,0503855,Mark Jones,2,38,2,Lloyds Banking Group,13,13
0906714,0000005,Technology Service Management,0743428,0659382,Katherine Banks,3,41,3,Lloyds Banking Group,11,11
0405371,0000004,Property Maintenance,0193061,0602837,Bryan White,2,35,2,Lloyds Banking Group,10,10
0777281,0000005,Human Resources,0430265,0883876,Wendy Wright,2,11,2,Lloyds Banking Group,10,10
0927316,0000008,Retail Credit,0100788,0787520,Jennifer Phelps,3,19,2,Lloyds Banking Group,12,12
0236076,0000001,DevOps Engineering,0163825,0357343,Courtney Fuller,4,26,2,Lloyds Banking Group,11,11
0602349,0000005,Client Development,0692401,0285559,Billy Campos,3,47,2,Lloyds Banking Group,10,10
0531622,0000003,DevOps Engineering,0846359,0289708,Sarah George,4,16,2,Lloyds Banking Group,11,11
0713107,0000003,Sourcing,0568279,0046575,Brooke Brandt,5,4,3,Lloyds Banking Group,10,11
0185684,0000006,Wealth Banking,0075001,0651087,Amy Cox,3,2,2,Lloyds Banking Group,11,11
0840604,0000008,Software Engineering,0911829,0958923,Anthony Wilson,4,34,2,Lloyds Banking Group,12,12
0630336,0000006,Solution Architecture,0659716,0391494,Roy Reyes,4,38,2,Lloyds Banking Group,13,13
0405856,0000003,Commercial Client Products,0078019,0010023,Laura Anderson,2,9,1,Lloyds Banking Group,12,13
0702620,0000006,Audit,0935212,0901013,Sharon Patterson,3,23,2,Lloyds Banking Group,10,10
0817858,0000008,Market Risk,0202841,0188259,Kristi Sanchez,5,27,2,Lloyds Banking Group,11,11
0562748,0000001,Risk Modelling & Analytics,0572886,0080278,Robin Brown MD,3,12,2,Lloyds Banking Group,12,13
0614356,0000007,Sourcing,0150310,0947049,Ryan Miller,3,43,2,Lloyds Banking Group,13,13
0306540,0000006,Communications,0520622,0452055,Sarah Olson,2,33,2,Lloyds Banking Group,13,13
0417571,0000005,Relationship Management Motor,0300794,0363948,Brian Middleton,5,38,2,Lloyds Banking Group,12,13
0714097,0000007,Technology Service Support,0848136,0934798,Aaron Roberts,2,52,2,Lloyds Banking Group,12,13
0839356,0000002,Mortgages,0030177,0089624,Kimberly Pierce,3,29,2,Lloyds Banking Group,12,13
0844133,0000008,Client Development,0427795,0455170,Samuel Park,5,7,1,Lloyds Banking Group,11,11
0567373,0000007,Technology,0406934,0090932,Gary Griffin,5,9,2,Lloyds Banking Group,10,11
0485977,0000001,Solution Architecture,0262893,0559940,Penny Ortiz,2,43,2,Lloyds Banking Group,12,13
0883146,0000006,Data Science,0619800,0675634,Craig Conrad,2,17,2,Lloyds Banking Group,11,11
0796349,0000002,Technology Service Support,0223293,0837756,Sean Williams,5,1,2,Lloyds Banking Group,11,11
0259282,0000002,Relationship Management Motor,0642186,0908750,Katrina Lee,3,21,2,Lloyds Banking Group,10,10
0950504,0000008,Sourcing,0564528,0716241,Lisa Norris,4,24,2,Lloyds Banking Group,11,11
0790560,0000001,Commercial Client Products,0094526,0120464,Jeffrey Gonzalez,4,16,2,Lloyds Banking Group,10,11
0030410,0000005,Portfolio Analytics,0723633,0983001,Denise Cline,5,26,3,Lloyds Banking Group,12,12
0696006,0000008,Investment Customer Services,0710633,0696866,Cory Thompson MD,2,30,3,Lloyds Banking Group,10,11
0642935,0000007,Software Engineering,0285432,0083207,Kara Mahoney,5,8,2,Lloyds Banking Group,10,10
0705678,0000007,Markets Sales Public,0136155,0162112,Lisa Montoya,3,25,2,Lloyds Banking Group,13,13
0870653,0000003,Private Equity,0718477,0155106,Tina Nguyen,3,15,2,Lloyds Banking Group,13,13
0491072,0000007,"Resilience, Security & Intelligence",0764204,0186628,Stephanie Bennett,5,39,2,Lloyds Banking Group,11,11
0611087,0000003,Client Development,0320545,0863782,Brent Smith,4,20,2,Lloyds Banking Group,11,11
0634119,0000001,Transaction Banking Origination,0204542,0878483,Jody Salas,3,28,2,Lloyds Banking Group,10,10
0166720,0000002,Risk & Control,0832167,0681625,Thomas Morris,3,42,2,Lloyds Banking Group,11,11
0666563,0000005,Security Engineering,0235672,0457446,Nicole Warren,4,19,3,Lloyds Banking Group,13,13
0294963,0000004,Actuary Qualified,0865990,0896265,Chloe Fernandez,5,16,2,Lloyds Banking Group,13,13
0754770,0000008,Data Science,0576056,0987815,Shannon Weaver,2,18,2,Lloyds Banking Group,13,13
0433950,0000008,Finance,0176955,0998478,Gregory Rogers,4,30,1,Lloyds Banking Group,12,13
0689261,0000005,Human Resources,0010334,0118140,Kevin Lang,5,43,2,Lloyds Banking Group,12,12
0409011,0000002,Technology Service Support,0062879,0856250,Whitney Castillo,3,46,2,Lloyds Banking Group,13,13
0530256,0000006,Cyber Security,0471666,0463067,Stephen Alexander,5,12,2,Lloyds Banking Group,10,10
0374655,0000004,Relationship Management Motor,0700556,0998478,Gregory Rogers,3,4,2,Lloyds Banking Group,10,10
0170527,0000008,Security Engineering,0671553,0358631,Martin Pittman,4,12,2,Lloyds Banking Group,11,11
0794689,0000008,Portfolio Analytics,0109955,0846358,Erik Stewart,5,25,1,Lloyds Banking Group,13,13
0205735,0000008,Transaction Banking Origination,0360098,0317223,Richard Martin,4,10,3,Lloyds Banking Group,11,11
0679035,0000001,Business Intelligence & Analytics,0563443,0607963,Julie Barnes,5,44,2,Lloyds Banking Group,13,13
0382211,0000007,Private Equity,0639379,0724257,David Johnson Jr.,2,15,1,Lloyds Banking Group,13,13
0301416,0000004,Regulated Insurance,0492869,0420113,Robert Thomas,4,40,3,Lloyds Banking Group,11,11
0923229,0000004,Audit,0242781,0659217,Charles Miller,5,12,2,Lloyds Banking Group,11,11
0009237,0000002,Transaction Banking Origination,0547897,0564192,Mark Diaz,5,24,2,Lloyds Banking Group,10,10
0287472,0000005,Client Development,0514126,0456532,Cynthia Norman,5,9,2,Lloyds Banking Group,12,12
0066438,0000008,"Resilience, Security & Intelligence",0911597,0410976,Mr. Jordan Whitaker,3,40,2,Lloyds Banking Group,13,13
0460929,0000006,Market Risk,0018376,0159344,Mason Hoffman,4,48,2,Lloyds Banking Group,13,13
0994066,0000001,Security Engineering,0579129,0713213,Joel Banks,3,37,2,Lloyds Banking Group,13,13
0189412,0000003,Property Maintenance,0145420,0366498,Susan Riddle,3,18,2,Lloyds Banking Group,12,13
0013546,0000003,Regulated Insurance,0463132,0154170,Justin Mason,2,2,2,Lloyds Banking Group,13,13
0259134,0000007,Markets Sales Public,0299278,0967973,Mary Thompson,2,3,3,Lloyds Banking Group,12,12
0008755,0000008,Legal,0123624,0463067,Stephen Alexander,2,16,2,Lloyds Banking Group,11,11
0889310,0000007,Service Engineering,0705784,0059671,Michael Brooks,3,36,2,Lloyds Banking Group,10,11
0704451,0000001,Security Engineering,0624715,0550585,Sean Johnson,5,11,2,Lloyds Banking Group,12,12
0836819,0000004,Infrastructure Engineering,0952373,0925279,Lindsay Dunn,5,11,2,Lloyds Banking Group,10,10
0350709,0000004,Infrastructure Engineering,0093515,0410346,Jason Marshall,5,48,2,Lloyds Banking Group,12,12
0948028,0000005,Economic Crime Prevention,0691631,0386123,Ruben Arnold,5,33,1,Lloyds Banking Group,12,13
0648046,0000005,Investment Customer Services,0443216,0895573,Maria Gates,3,45,1,Lloyds Banking Group,13,13
0052088,0000007,Audit,0466657,0514159,Kathryn Cox,4,25,2,Lloyds Banking Group,13,13
0176596,0000001,Sourcing,0900537,0157794,Jeffery Andrade,5,29,2,Lloyds Banking Group,11,11
0559966,0000003,Risk Modelling & Analytics,0082151,0559940,Penny Ortiz,4,28,2,Lloyds Banking Group,12,13
0917697,0000007,Technology Service Support,0040014,0821332,Nicole Haynes,4,12,2,Lloyds Banking Group,10,11
0994688,0000001,Human Resources,0828593,0633365,Paul Beard,3,6,2,Lloyds Banking Group,12,13
0438466,0000007,Data Engineering,0207039,0123300,Dr. Lee Anderson,4,51,2,Lloyds Banking Group,12,12
0840808,0000004,Technology,0318859,0007497,Jonathan Barrera,3,24,2,Lloyds Banking Group,10,10
0707097,0000003,Cyber Security,0975550,0194445,Joel Morales,5,34,2,Lloyds Banking Group,12,12
0017612,0000006,Agile Method,0381161,0902869,Amy Carr,4,47,2,Lloyds Banking Group,12,12
0078452,0000003,Retail Credit,0624196,0270141,Tina Graham,3,50,2,Lloyds Banking Group,12,12
0165897,0000005,Client Development,0028256,0724842,Angela Phillips,2,42,2,Lloyds Banking Group,10,11
0249997,0000001,Sourcing,0350869,0428575,Amy Carter,3,7,2,Lloyds Banking Group,11,11
0539515,0000007,Quality Engineering,0237243,0157794,Jeffery Andrade,2,26,2,Lloyds Banking Group,10,10
0870938,0000003,Credit Workout & Recoveries,0958888,0575906,Heather Pitts,3,13,2,Lloyds Banking Group,12,13
0105222,0000002,Risk & Control,0510376,0715850,Jose Kelly,2,28,2,Lloyds Banking Group,10,11
0378238,0000008,Transaction Banking Origination,0233298,0056374,Michelle Wright,5,36,2,Lloyds Banking Group,10,11
0339664,0000003,Solution Architecture,0455341,0775931,Tina Douglas,4,50,2,Lloyds Banking Group,11,11
0348753,0000006,Markets Trading,0095615,0979633,Richard Braun,3,21,2,Lloyds Banking Group,11,11
0154146,0000005,Private Equity,0049270,0295533,Lauren Martin,3,13,2,Lloyds Banking Group,10,11
0802600,0000001,Human Resources,0152795,0245076,Kelly Gay,5,6,2,Lloyds Banking Group,13,13
0768966,0000002,Regulated Insurance,0157451,0564268,Travis Smith,2,38,2,Lloyds Banking Group,13,13
0104356,0000002,Business Intelligence & Analytics,0733145,0839806,Erin Simon,3,10,2,Lloyds Banking Group,12,12
0885551,0000008,Technology,0328045,0206690,Diana Johnson,4,17,2,Lloyds Banking Group,13,13
0850915,0000001,Data Management & Ethics,0869694,0950815,Erin White,5,38,2,Lloyds Banking Group,10,10
0073028,0000003,Transaction Banking Origination,0189289,0267240,Kyle Patel,4,4,2,Lloyds Banking Group,10,11
0741487,0000005,Data Engineering,0825883,0926813,Linda Wilson,5,22,2,Lloyds Banking Group,10,11
0721924,0000008,Audit,0853496,0854567,David Turner,4,11,2,Lloyds Banking Group,11,11
0289442,0000002,Business Intelligence & Analytics,0673716,0751125,Tiffany Day,2,26,2,Lloyds Banking Group,12,13
0845009,0000002,Economic Crime Prevention,0801234,0888363,Elizabeth Banks,5,44,1,Lloyds Banking Group,13,13
0461157,0000002,Client Development,0327627,0575629,Danielle Bradshaw,2,27,2,Lloyds Banking Group,11,11
0566837,0000003,Communications,0839591,0345207,Catherine Black,5,46,2,Lloyds Banking Group,13,13
0213598,0000008,Human Resources,0311434,0945529,April Sullivan,3,6,2,Lloyds Banking Group,11,11
0999732,0000006,Portfolio Analytics,0302985,0325091,Theresa Lewis,2,17,2,Lloyds Banking Group,12,12
0152444,0000002,Brands & Marketing,0038430,0846358,Erik Stewart,3,29,2,Lloyds Banking Group,10,11
0358933,0000007,Treasury,0263450,0831599,Patrick Rice,2,38,2,Lloyds Banking Group,10,10
0562630,0000008,Software Engineering,0822778,0031673,Thomas Johnson,5,40,2,Lloyds Banking Group,13,13
0780636,0000008,Security Engineering,0899744,0497327,Daniel Strong,3,40,1,Lloyds Banking Group,12,12
0021764,0000005,Audit,0858408,0026149,Jeff Peterson,3,50,2,Lloyds Banking Group,13,13
0964948,0000001,Software Engineering,0548767,0617594,Jeffrey Lewis,3,49,2,Lloyds Banking Group,11,11
0200185,0000006,Finance,0391254,0180177,Amber Bennett,5,5,2,Lloyds Banking Group,11,11
0670723,0000003,Credit Workout & Recoveries,0051858,0570963,Evan Edwards,4,44,2,Lloyds Banking Group,11,11
0550835,0000004,Business Intelligence & Analytics,0931887,0247090,Molly Bryant,2,7,2,Lloyds Banking Group,11,11
0625530,0000001,Regulated Insurance,0249990,0518352,John Mitchell,5,26,2,Lloyds Banking Group,12,12
0001502,0000004,Sourcing,0786519,0430387,Tiffany Davis,5,21,1,Lloyds Banking Group,13,13
0179057,0000001,Communications,0804139,0887692,Kathy Anderson,2,30,2,Lloyds Banking Group,10,11
0753986,0000003,Supplier Management,0749431,0630227,Lori Miller,5,41,2,Lloyds Banking Group,10,10
0334151,0000008,Data Science,0195439,0245486,Jonathan Hicks,3,12,2,Lloyds Banking Group,10,11
0558506,0000004,Economic Crime Prevention,0359320,0231529,Dr. Brett Jacobson,2,41,3,Lloyds Banking Group,12,12
0615550,0000001,Private Equity,0329755,0628461,Pamela Morales MD,5,50,2,Lloyds Banking Group,11,11
